证券代码,证券名称,省份,行业类别,2018净利润（万元）
837485.OC,天谷生物,上海,食品、饮料与烟草,"1,499.90"
837487.OC,ST天创,北京,软件与服务,-396.6967
837491.OC,东西方,上海,商业和专业服务,821.6951
837492.OC,大陆桥,北京,媒体与娱乐,-139.9515
837494.OC,好之旅,安徽,消费者服务,-478.1992
837496.OC,中广股份,浙江,房地产,553.1163
837497.OC,眉车股份,四川,资本品,"1,832.85"
837498.OC,第一物业,北京,房地产,"5,956.66"
837499.OC,奇智奇才,江苏,软件与服务,-359.2115
837500.OC,方金影视,北京,媒体与娱乐,"3,082.24"
837503.OC,新特电气,北京,资本品,"5,495.78"
837504.OC,ST金东方,北京,软件与服务,-153.823
837506.OC,贺鸿电子,上海,零售业,"1,064.25"
837507.OC,道脉节能,上海,资本品,-114.6121
837508.OC,智坤科技,广东,资本品,——
837509.OC,佩升前研,广东,商业和专业服务,317.2687
837510.OC,明辉股份,浙江,食品与主要用品零售,"2,136.59"
837511.OC,艾利艾,北京,软件与服务,"1,500.46"
837512.OC,华精科技,浙江,资本品,-25.4006
837515.OC,世纪股份,山东,资本品,-89.1421
837516.OC,美骑网络,广东,软件与服务,-372.1135
837519.OC,宙斯物联,江苏,软件与服务,48.5525
837521.OC,会搜科技,浙江,软件与服务,"1,731.25"
837522.OC,能信科技,四川,软件与服务,111.1567
837523.OC,矿益股份,河南,原材料,773.4807
837524.OC,辰华能源,江苏,能源,643.7934
837525.OC,纳兰德,北京,技术硬件与设备,"1,572.36"
837526.OC,明博教育,北京,软件与服务,"1,790.29"
837527.OC,和田维药,新疆,制药、生物科技和生命科学,"1,924.66"
837528.OC,数据家,北京,软件与服务,"-1,086.13"
837529.OC,百泰实业,广东,半导体产品与设备,700.9421
837530.OC,格力物业,广东,房地产,119.6447
837531.OC,弗赛特,广东,资本品,-281.7983
837532.OC,百业安,上海,耐用消费品与服装,36.4014
837534.OC,中坤股份,湖南,资本品,"-1,105.55"
837535.OC,宝强精密,江苏,资本品,19.4032
837538.OC,玖悦股份,上海,零售业,"1,013.71"
837540.OC,广美药业,安徽,制药、生物科技和生命科学,"1,810.95"
837541.OC,利昌科技,北京,医疗保健设备与服务,221.3615
837542.OC,伟昊汽车,上海,消费者服务,"5,790.06"
837544.OC,昌恩智能,广东,软件与服务,"-1,061.00"
837545.OC,三意股份,江苏,资本品,251.9146
837547.OC,佳明环保,安徽,商业和专业服务,"1,991.41"
837548.OC,凯兰德,天津,耐用消费品与服装,5.8149
837549.OC,泰祺教育,上海,消费者服务,"1,731.24"
837550.OC,通宇泰克,北京,软件与服务,-560.8556
837551.OC,润明智能,江苏,资本品,430.7125
837552.OC,海蕴生物,浙江,食品、饮料与烟草,-112.1885
837555.OC,中电微通,上海,技术硬件与设备,"1,041.26"
837556.OC,开元模具,山东,汽车与汽车零部件,-344.5176
837557.OC,京德嘉润,北京,医疗保健设备与服务,13.0805
837558.OC,宏辉石油,广东,原材料,"3,378.46"
837559.OC,赛英电子,江苏,技术硬件与设备,"1,772.65"
837560.OC,人和商务,新疆,消费者服务,29.9217
837561.OC,汉瑞森,江苏,耐用消费品与服装,582.9455
837563.OC,ST艾森博,北京,资本品,"-1,357.97"
837564.OC,创志科技,江苏,资本品,"3,158.29"
837566.OC,中固建科,江苏,资本品,472.411
837567.OC,中兵通信,河南,技术硬件与设备,"12,861.57"
837569.OC,南洋电工,上海,资本品,975.2652
837570.OC,东白股份,浙江,公用事业,118.216
837573.OC,德力凯,广东,医疗保健设备与服务,522.0868
837574.OC,博昇光电,湖北,技术硬件与设备,-466.4086
837575.OC,铁福来,河南,资本品,"1,956.31"
837576.OC,吉山会津,江苏,原材料,586.2792
837577.OC,宁波科达,浙江,汽车与汽车零部件,"2,689.78"
837578.OC,申大科技,湖南,汽车与汽车零部件,187.3231
837579.OC,雨诺股份,山东,软件与服务,497.6032
837580.OC,锐邦传播,上海,媒体与娱乐,407.4222
837581.OC,川力科技,四川,汽车与汽车零部件,"2,249.25"
837582.OC,海莱云视,山东,零售业,"-3,406.74"
837583.OC,百事乐居,浙江,房地产,"2,640.88"
837585.OC,千玉股份,浙江,零售业,"1,092.45"
837586.OC,大道网络,上海,软件与服务,123.146
837588.OC,朗骏智能,上海,技术硬件与设备,474.5525
837589.OC,索泰检测,江苏,商业和专业服务,78.0215
837591.OC,天骑医学,湖南,制药、生物科技和生命科学,-244.308
837592.OC,华信永道,北京,软件与服务,"3,225.04"
837593.OC,每日科技,上海,软件与服务,699.6173
837595.OC,坦程物联,江苏,软件与服务,-376.2726
837597.OC,瑞谷光网,广东,技术硬件与设备,581.6275
837599.OC,沿锋汽车,上海,商业和专业服务,494.3774
837600.OC,万高科技,北京,资本品,"1,319.67"
837601.OC,天瑞电子,湖北,资本品,811.0847
837602.OC,生物柴油,河北,能源,"2,535.05"
837605.OC,雨花石,北京,软件与服务,-452.5068
837606.OC,晶奇网络,安徽,软件与服务,"2,444.36"
837607.OC,上海环境,上海,商业和专业服务,-385.3944
837608.OC,阳光坊,宁夏,资本品,-458.0651
837609.OC,健坤通信,安徽,软件与服务,17.2581
837610.OC,义博通信,河北,技术硬件与设备,——
837611.OC,德芯科技,四川,技术硬件与设备,"5,053.25"
837614.OC,山焦爱钢,山西,资本品,75.2476
837617.OC,科信华正,浙江,商业和专业服务,659.3909
837619.OC,微柏软件,广东,软件与服务,"2,044.72"
837620.OC,永力达,浙江,资本品,56.2956
837622.OC,盛世传媒,广东,媒体与娱乐,-654.04
837623.OC,ST智威,天津,资本品,-338.9066
837626.OC,华博军卫,重庆,医疗保健设备与服务,980.7596
837627.OC,杰豹机械,浙江,资本品,-407.266
837630.OC,ST威龙,安徽,资本品,"-6,648.08"
837631.OC,拓普药业,浙江,制药、生物科技和生命科学,-16.9248
837633.OC,晨达股份,上海,商业和专业服务,"1,197.52"
837634.OC,绿明利,湖北,商业和专业服务,-120.1025
837637.OC,新基地,广东,房地产,754.5201
837638.OC,九州量子,浙江,技术硬件与设备,"-20,356.46"
837639.OC,星座魔山,浙江,媒体与娱乐,"2,352.57"
837641.OC,新业电子,江苏,资本品,"2,205.51"
837644.OC,仙盛科技,湖北,原材料,225.1245
837646.OC,德能电机,江苏,资本品,369.7383
837647.OC,金河科技,宁夏,食品、饮料与烟草,"1,806.89"
837651.OC,龙鼎源,北京,软件与服务,-132.4493
837653.OC,汉威光电,河南,半导体产品与设备,"1,224.32"
837654.OC,文昌科技,湖南,汽车与汽车零部件,-634.0228
837656.OC,瑞宝股份,四川,技术硬件与设备,"1,017.35"
837660.OC,先锋股份,江苏,资本品,712.9823
837661.OC,隆博股份,新疆,资本品,600.661
837662.OC,恒锐智能,上海,软件与服务,707.2286
837663.OC,明阳科技,江苏,汽车与汽车零部件,"3,200.13"
837664.OC,荆江半轴,重庆,汽车与汽车零部件,-208.6016
837666.OC,世纪优优,天津,媒体与娱乐,"-1,026.94"
837667.OC,益生康健,山东,医疗保健设备与服务,"1,380.22"
837668.OC,相府药业,山西,制药、生物科技和生命科学,236.4088
837670.OC,上海华菱,上海,资本品,"1,751.76"
837671.OC,元枫管道,安徽,原材料,-483.0314
837673.OC,莱泰园林,河南,资本品,19.7959
837674.OC,米乐星,江苏,消费者服务,73.2899
837676.OC,ST喜乐航,北京,软件与服务,"-8,730.69"
837678.OC,园禾方圆,北京,医疗保健设备与服务,-579.6912
837679.OC,百川环能,河南,商业和专业服务,"9,163.02"
837680.OC,天圣高科,广东,商业和专业服务,93.3556
837681.OC,天池股份,广东,食品、饮料与烟草,-169.6295
837682.OC,悦丰农科,宁夏,食品、饮料与烟草,-660.1047
837683.OC,原歌酒庄,宁夏,食品、饮料与烟草,-481.3567
837684.OC,英妮股份,广东,耐用消费品与服装,-182.0559
837685.OC,淘金互动,福建,媒体与娱乐,"2,030.66"
837687.OC,草都牧草,内蒙古,食品、饮料与烟草,780.148
837690.OC,中艺股份,江苏,资本品,35.5708
837691.OC,中豪科技,天津,资本品,199.6069
837692.OC,思宇信息,陕西,软件与服务,213.1559
837693.OC,安鸿科技,浙江,软件与服务,727.7101
837694.OC,太和华美,北京,医疗保健设备与服务,-390.9877
837695.OC,航天汇智,北京,软件与服务,198.8472
837696.OC,肯特催化,浙江,原材料,"3,318.71"
837697.OC,中移信联,湖北,零售业,-112.0296
837698.OC,新维狮,浙江,原材料,694.929
837699.OC,弘视际,北京,媒体与娱乐,608.1026
837701.OC,融成智造,吉林,资本品,"1,938.85"
837702.OC,天宏股份,河北,耐用消费品与服装,——
837704.OC,三卓韩一,天津,原材料,"-8,508.44"
837707.OC,宝凯电气,河北,资本品,868.1698
837709.OC,西宝生物,上海,制药、生物科技和生命科学,461.1965
837710.OC,东大高新,黑龙江,资本品,467.3584
837711.OC,精棱股份,江苏,资本品,"1,900.29"
837713.OC,粤辉科技,广东,原材料,"1,160.73"
837714.OC,同曦环保,安徽,原材料,-697.2637
837716.OC,博鹏环保,北京,商业和专业服务,-240.8056
837717.OC,华安奥特,北京,商业和专业服务,"-4,103.33"
837718.OC,中泓在线,广东,软件与服务,758.8701
837719.OC,德龙环境,河北,商业和专业服务,613.6664
837720.OC,尤力体育,江苏,耐用消费品与服装,146.8769
837721.OC,恒瑞消防,河南,资本品,-412.8017
837724.OC,金润枣业,新疆,食品、饮料与烟草,337.7178
837725.OC,添庆股份,上海,零售业,49.6918
837726.OC,仙侠网络,福建,媒体与娱乐,-361.7724
837728.OC,奥海文化,山东,媒体与娱乐,462.5837
837729.OC,湖南竹材,湖南,原材料,995.0811
837733.OC,香江印制,天津,商业和专业服务,223.5349
837734.OC,普友股份,天津,资本品,621.6898
837736.OC,永乐文化,北京,媒体与娱乐,"8,081.16"
837738.OC,磐彩环保,上海,原材料,393.1101
837739.OC,泰山股份,广东,资本品,71.0334
837740.OC,天印科技,江苏,原材料,677.6496
837741.OC,诚进科技,广东,软件与服务,108.7829
837742.OC,易心堂,浙江,食品与主要用品零售,"-3,727.95"
837743.OC,乐众信息,江苏,技术硬件与设备,265.2445
837745.OC,冠军科技,江苏,原材料,297.3271
837747.OC,长江文化,北京,媒体与娱乐,"12,103.67"
837748.OC,路桥信息,福建,软件与服务,"2,061.55"
837749.OC,集和品牌,广东,商业和专业服务,78.5839
837752.OC,ST狼旗,广东,软件与服务,-133.0026
837755.OC,泰美好,北京,消费者服务,-648.6401
837758.OC,宏天信业,北京,软件与服务,"1,020.19"
837761.OC,创捷传媒,江苏,商业和专业服务,676.5914
837762.OC,多点科技,北京,软件与服务,"-1,253.76"
837763.OC,ST大华,江西,原材料,"-12,316.68"
837766.OC,讯美科技,重庆,软件与服务,817.2277
837767.OC,争光股份,浙江,原材料,"5,182.52"
837768.OC,宇超股份,江苏,资本品,712.8422
837770.OC,紫科环保,广东,商业和专业服务,"1,753.20"
837773.OC,明富金属,广西,原材料,127.3028
837774.OC,珠江文体,广东,消费者服务,"1,621.54"
837777.OC,中山爱科,广东,软件与服务,-127.1874
837778.OC,狮华股份,上海,商业和专业服务,616.4186
837779.OC,金信德,辽宁,软件与服务,-0.3396
837781.OC,重交再生,重庆,原材料,"3,790.12"
837782.OC,派特森,北京,能源,160.3275
837784.OC,中青博联,北京,商业和专业服务,"8,405.30"
837785.OC,聚力股份,山东,公用事业,484.3138
837786.OC,证大文化,上海,媒体与娱乐,-441.9842
837789.OC,房讯股份,广东,房地产,567.1358
837793.OC,定华电子,陕西,技术硬件与设备,857.2619
837795.OC,金恩生物,河北,耐用消费品与服装,143.7735
837796.OC,黑马高科,江苏,软件与服务,"1,535.85"
837798.OC,九合环境,浙江,资本品,-146.5017
837801.OC,华鑫物流,河南,食品与主要用品零售,330.9841
837804.OC,韩升元,山东,技术硬件与设备,747.8397
837809.OC,圣新能源,福建,公用事业,"3,756.42"
837810.OC,恒合传媒,广东,媒体与娱乐,-529.6474
837814.OC,奥拓股份,浙江,资本品,170.3333
837815.OC,虎凤蝶,江苏,零售业,95.0422
837816.OC,中核辐照,吉林,制药、生物科技和生命科学,254.0655
837819.OC,华泰机械,河南,资本品,335.0082
837821.OC,则成电子,广东,技术硬件与设备,"4,475.71"
837823.OC,驿路通,湖北,技术硬件与设备,334.779
837826.OC,三喜农机,江苏,资本品,-591.741
837831.OC,爱迪生,广东,资本品,287.8814
837833.OC,同科股份,山东,医疗保健设备与服务,801.6384
837835.OC,中哲创建,浙江,资本品,"2,854.58"
837836.OC,龙宇医药,江西,医疗保健设备与服务,"2,316.61"
837837.OC,睿信传媒,山西,媒体与娱乐,879.2334
837838.OC,艾格生物,浙江,食品、饮料与烟草,450.3095
837840.OC,中电科安,北京,软件与服务,"1,951.13"
837841.OC,同力智能,湖北,资本品,-265.7413
837844.OC,汇流科技,北京,媒体与娱乐,-555.9066
837845.OC,天驰新材,江苏,原材料,318.5137
837846.OC,安盟网络,福建,软件与服务,31.2605
837851.OC,至诚复材,四川,原材料,"1,530.96"
837852.OC,邦客乐,北京,商业和专业服务,-629.6371
837853.OC,新大股份,湖北,原材料,303.8031
837854.OC,塔罗亚,江西,耐用消费品与服装,-0.8806
837855.OC,泰康翔,湖北,商业和专业服务,-571.3986
837856.OC,德鲁泰,山东,资本品,"1,031.42"
837857.OC,鑫贞德,河南,食品、饮料与烟草,"1,104.07"
837858.OC,鼎商动力,山东,软件与服务,-553.3003
837862.OC,铭冠板业,福建,原材料,2.6008
837863.OC,紫荆网络,北京,软件与服务,29.9244
837864.OC,南自通华,江苏,资本品,304.9301
837865.OC,亘峰嘉能,宁夏,商业和专业服务,"3,359.43"
837866.OC,数字动力,广东,软件与服务,"1,014.17"
837867.OC,永鼎科技,浙江,资本品,238.7973
837868.OC,同创双子,北京,软件与服务,-193.1463
837869.OC,太昌电子,湖南,技术硬件与设备,466.6753
837870.OC,超固股份,上海,商业和专业服务,512.5851
837874.OC,齐楚咨询,北京,商业和专业服务,-173.8924
837875.OC,哈克科技,上海,资本品,"1,258.31"
837876.OC,ST春鹏,山东,资本品,"-2,630.63"
837877.OC,美士达,广东,原材料,696.4097
837878.OC,傲胜股份,广东,原材料,"4,294.84"
837879.OC,博芳环保,广东,商业和专业服务,"1,163.28"
837880.OC,盛来股份,广东,食品、饮料与烟草,194.0059
837881.OC,览众科技,广东,软件与服务,26.9915
837882.OC,今科科技,广东,软件与服务,-660.7951
837885.OC,利和萃取,山东,食品、饮料与烟草,"1,347.18"
837887.OC,九曲生科,广东,食品、饮料与烟草,-39.8829
837888.OC,步云工控,江苏,资本品,619.0079
837889.OC,天大文控,广东,原材料,"5,314.24"
837891.OC,浙伏医疗,浙江,医疗保健设备与服务,"2,921.28"
837892.OC,宏运通,山东,商业和专业服务,-661.6923
837893.OC,黑金时代,湖南,能源,"22,913.95"
837894.OC,祥云飞龙,云南,原材料,"5,729.59"
837898.OC,联著实业,江苏,软件与服务,"1,498.67"
837899.OC,同华科技,北京,商业和专业服务,"5,099.75"
837902.OC,广州欧科,广东,软件与服务,928.9369
837906.OC,森纵教育,北京,消费者服务,405.9713
837907.OC,多易得,广东,软件与服务,"1,013.72"
837912.OC,ST龙席,浙江,软件与服务,"-2,235.43"
837913.OC,永融科技,广东,软件与服务,-713.1118
837914.OC,东领智能,江苏,软件与服务,-143.7871
837915.OC,车微联,山东,软件与服务,13.6191
837917.OC,维尔福,湖北,食品、饮料与烟草,-302.13
837918.OC,力力惠,山东,原材料,192.1508
837919.OC,天维信息,广东,软件与服务,"2,117.18"
837920.OC,盛本智能,上海,技术硬件与设备,431.6335
837922.OC,海逸风,北京,媒体与娱乐,560.0002
837925.OC,港渊科技,广东,资本品,-257.661
837927.OC,乔盈股份,上海,商业和专业服务,-53.4058
837928.OC,雷克斯,四川,软件与服务,148.3829
837929.OC,傲天科技,广东,软件与服务,323.9218
837930.OC,亚特体育,陕西,耐用消费品与服装,-60.5292
837931.OC,大飞龙,浙江,原材料,54.5238
837932.OC,方图智能,广东,技术硬件与设备,-35.3728
837934.OC,神州能源,重庆,能源,"3,873.17"
837935.OC,创新股份,浙江,原材料,"2,195.56"
837936.OC,新乡滤器,河南,资本品,481.4642
837937.OC,迪生光电,浙江,技术硬件与设备,159.1007
837939.OC,云竹信息,北京,软件与服务,"-6,930.06"
837940.OC,品牌联盟,北京,商业和专业服务,"1,000.85"
837941.OC,东华美钻,上海,耐用消费品与服装,330.428
837942.OC,金尔豪,广东,耐用消费品与服装,662.2772
837944.OC,ST量子花,上海,资本品,"-3,378.61"
837949.OC,精华新材,辽宁,原材料,487.1878
837950.OC,爱信股份,北京,软件与服务,"1,694.82"
837952.OC,鑫紫竹,北京,医疗保健设备与服务,"1,002.51"
837953.OC,圣邦人力,山东,商业和专业服务,"1,647.85"
837954.OC,明旺橡塑,浙江,耐用消费品与服装,21.0305
837955.OC,厚大股份,北京,消费者服务,-405.813
837956.OC,博际喷雾,江苏,资本品,83.6536
837961.OC,国瑞智能,湖北,资本品,"2,218.89"
837962.OC,绿色生态,福建,资本品,46.1519
837963.OC,通产智能,山东,软件与服务,"-1,040.63"
837965.OC,宝源股份,山东,原材料,"2,036.59"
837966.OC,西屋股份,江苏,软件与服务,-92.0838
837967.OC,锐亿科技,浙江,资本品,321.2227
837968.OC,康韵生物,浙江,医疗保健设备与服务,240.2292
837969.OC,鑫路捷,重庆,原材料,-444.6399
837971.OC,锑玛工具,江苏,资本品,"1,256.84"
837972.OC,乐恒动力,浙江,资本品,-343.099
837974.OC,海诺科技,山西,原材料,-238.0302
837976.OC,德商股份,四川,房地产,"3,379.01"
837977.OC,宇脉科技,浙江,软件与服务,194.6996
837978.OC,金东方智,湖北,资本品,"5,506.47"
837979.OC,噢易云,湖北,软件与服务,547.9859
837980.OC,电盾科技,山东,原材料,497.2621
837982.OC,协多利,江苏,原材料,"2,544.51"
837983.OC,海峡人力,福建,商业和专业服务,"2,092.67"
837986.OC,金锁安防,河北,商业和专业服务,412.3111
837987.OC,大一科技,河南,软件与服务,-86.132
837988.OC,兆光科技,重庆,软件与服务,9.7328
837989.OC,乐汇电商,北京,零售业,979.7492
837991.OC,富森环保,广东,资本品,410.3212
837993.OC,和源兴,江苏,资本品,173.2413
837995.OC,华亨股份,江西,食品、饮料与烟草,605.1848
837996.OC,大二互,湖北,资本品,504.8977
837997.OC,世昕股份,上海,软件与服务,549.2443
837998.OC,奥华电子,陕西,能源,"2,318.64"
838002.OC,准信自动,江苏,资本品,"2,249.83"
838006.OC,神州优车,北京,软件与服务,"27,039.13"
838009.OC,八百里,湖南,食品与主要用品零售,"1,424.26"
838010.OC,经纬测绘,辽宁,商业和专业服务,216.2794
838011.OC,均岩科技,天津,软件与服务,148.7727
838012.OC,同益科技,广东,资本品,-823.989
838014.OC,亿维技术,山东,软件与服务,711.4475
838017.OC,今奥科技,浙江,软件与服务,"1,196.14"
838018.OC,大可股份,黑龙江,资本品,0.7055
838020.OC,科德科技,广东,原材料,927.3558
838021.OC,捷众股份,上海,媒体与娱乐,-265.2431
838022.OC,商信政通,安徽,软件与服务,937.902
838023.OC,嘉柏园林,山东,资本品,48.4145
838026.OC,沃顿装备,广东,资本品,305.2527
838027.OC,宏伟世通,广东,运输,"1,010.21"
838028.OC,普阳深冷,浙江,原材料,-852.205
838029.OC,皓月医疗,辽宁,商业和专业服务,146.6708
838030.OC,德众股份,湖南,零售业,"4,074.08"
838031.OC,易安达,山东,运输,399.2662
838032.OC,名品实业,湖南,耐用消费品与服装,-316.05
838033.OC,佳邦信息,广东,软件与服务,"2,151.60"
838034.OC,金辉物流,浙江,运输,"1,494.66"
838036.OC,美奥种业,浙江,食品、饮料与烟草,160.0191
838039.OC,光彩科技,山东,商业和专业服务,-283.8231
838040.OC,南水股份,江苏,商业和专业服务,"3,174.59"
838041.OC,吉仕移动,广东,软件与服务,-5.5546
838042.OC,中经世纪,北京,房地产,"1,096.00"
838043.OC,ST中昊,安徽,资本品,"-1,247.26"
838046.OC,家家乐,湖北,食品、饮料与烟草,"2,083.98"
838049.OC,琅卡博,山东,技术硬件与设备,469.1531
838050.OC,金易科技,广东,软件与服务,"1,255.14"
838051.OC,弘侨生物,辽宁,食品、饮料与烟草,251.9393
838053.OC,嘉泰数控,福建,资本品,"1,370.82"
838054.OC,方元财富,陕西,媒体与娱乐,85.492
838058.OC,中延股份,江苏,商业和专业服务,-118.1815
838060.OC,中辰园林,吉林,资本品,-580.5044
838062.OC,巨臣婴童,上海,耐用消费品与服装,329.8214
838063.OC,弘信科技,四川,软件与服务,-755.7277
838064.OC,广远股份,上海,零售业,"1,821.40"
838067.OC,三土能源,山东,资本品,"1,029.01"
838068.OC,ST永捷,北京,耐用消费品与服装,"-4,143.58"
838069.OC,安好精工,四川,汽车与汽车零部件,659.5419
838070.OC,尚为科技,福建,软件与服务,113.5987
838071.OC,风盛股份,浙江,媒体与娱乐,"2,966.78"
838072.OC,鑫运通,山东,资本品,-204.6556
838073.OC,意利科技,上海,软件与服务,171.2801
838075.OC,安锐信息,北京,软件与服务,395.3684
838076.OC,健康岛,河南,资本品,112.181
838078.OC,中航大记,广东,资本品,247.2406
838080.OC,海中航空,江苏,资本品,-370.2019
838082.OC,众加利,江西,技术硬件与设备,95.4253
838087.OC,天熠科技,广东,耐用消费品与服装,-319.7788
838088.OC,鹤鸣亭,江苏,软件与服务,-436.8549
838089.OC,明珠国际,湖南,消费者服务,-88.9261
838091.OC,科力通,北京,资本品,"1,088.14"
838092.OC,安晶龙,安徽,技术硬件与设备,"1,672.81"
838093.OC,东水食品,福建,食品、饮料与烟草,"2,488.09"
838094.OC,中微科技,四川,软件与服务,28.9175
838095.OC,大涵文化,浙江,媒体与娱乐,175.5154
838096.OC,锦美股份,广东,商业和专业服务,265.1381
838097.OC,合泰盟方,广东,技术硬件与设备,525.5064
838099.OC,日辉达,广东,技术硬件与设备,-141.277
838102.OC,奥柏瑞,广东,资本品,351.8342
838103.OC,红一种业,江西,食品、饮料与烟草,503.7405
838104.OC,万吉科技,江苏,技术硬件与设备,166.8934
838105.OC,中盛新材,浙江,原材料,369.9228
838107.OC,中集股份,重庆,运输,"4,522.92"
838109.OC,裕丰威禾,广东,技术硬件与设备,849.5576
838113.OC,中节股份,安徽,资本品,166.4631
838114.OC,环海生物,福建,食品与主要用品零售,876.7036
838115.OC,国强高科,山西,技术硬件与设备,555.0496
838116.OC,永盛装备,江苏,资本品,"1,051.72"
838117.OC,恒瑞辰,贵州,资本品,-61.9743
838118.OC,联凯科技,湖南,软件与服务,9.4718
838120.OC,ST神州云,辽宁,软件与服务,"-2,623.24"
838121.OC,克劳迪,广东,技术硬件与设备,52.4017
838122.OC,蒙水股份,内蒙古,资本品,"4,570.86"
838125.OC,易普拉格,北京,软件与服务,993.341
838128.OC,汉信光电,浙江,技术硬件与设备,233.6765
838129.OC,同步新科,四川,软件与服务,"1,176.11"
838131.OC,嘉运达,北京,零售业,58.6431
838133.OC,康能电气,四川,资本品,131.4804
838137.OC,太平盛世,北京,媒体与娱乐,5.6692
838140.OC,伟才教育,广东,消费者服务,-146.9093
838141.OC,中新正大,广西,消费者服务,"-2,181.72"
838146.OC,福百盛,广东,资本品,"2,955.05"
838149.OC,佳和高科,河南,资本品,78.0399
838150.OC,历康科技,广东,软件与服务,59.8703
838152.OC,北漠股份,上海,资本品,611.8257
838153.OC,华誉能源,北京,公用事业,"-1,788.06"
838156.OC,金旭股份,辽宁,原材料,35.2969
838158.OC,茗皇天然,浙江,食品、饮料与烟草,"1,421.47"
838159.OC,创元股份,河南,软件与服务,439.9862
838160.OC,蓝必盛,江苏,商业和专业服务,434.7059
838161.OC,易通股份,江苏,资本品,833.4517
838162.OC,祥龙股份,江苏,技术硬件与设备,"2,211.34"
838163.OC,方大股份,河北,原材料,"3,428.08"
838164.OC,宏瑞新材,广东,技术硬件与设备,-36.5744
838165.OC,中意股份,江苏,技术硬件与设备,82.7634
838166.OC,阿普奇,四川,技术硬件与设备,85.5671
838167.OC,慧源书城,江苏,零售业,-196.522
838168.OC,快鱼电子,北京,技术硬件与设备,"1,935.31"
838171.OC,邦德股份,山东,汽车与汽车零部件,"3,229.26"
838172.OC,芯诺科技,山东,半导体产品与设备,"1,474.98"
838174.OC,诚骏科技,江苏,技术硬件与设备,286.5897
838175.OC,涅浦顿,上海,运输,"1,079.39"
838176.OC,耀鸿股份,上海,汽车与汽车零部件,-514.5471
838181.OC,芯哲科技,上海,半导体产品与设备,"1,497.11"
838182.OC,菲奥达,湖北,消费者服务,441.6299
838183.OC,亚创股份,河北,能源,107.7574
838184.OC,九成信息,四川,软件与服务,-19.9374
838186.OC,瑞翼能源,湖南,商业和专业服务,-385.9013
838187.OC,华龙智腾,云南,商业和专业服务,360.6605
838190.OC,天正楦科,北京,技术硬件与设备,62.6098
838192.OC,铂联科技,福建,技术硬件与设备,581.7845
838194.OC,金泰美林,山东,资本品,871.2725
838195.OC,惠凌股份,重庆,运输,"1,859.96"
838196.OC,创美股份,山西,零售业,-293.5985
838197.OC,赢冠口腔,北京,医疗保健设备与服务,904.8685
838200.OC,金添动漫,广东,食品、饮料与烟草,486.4854
838202.OC,名品电子,福建,汽车与汽车零部件,40.5347
838203.OC,ST汉鼎,广东,耐用消费品与服装,-298.4898
838204.OC,研创材料,江西,原材料,-786.8541
838207.OC,东南艺纸,福建,原材料,327.0899
838208.OC,瑞德传媒,北京,软件与服务,508.3284
838209.OC,安德建奇,北京,资本品,35.8069
838210.OC,立得科技,湖南,原材料,"3,179.99"
838211.OC,祥豪实业,江苏,原材料,69.2826
838213.OC,金万达,广东,原材料,406.3292
838214.OC,武汉神动,湖北,汽车与汽车零部件,120.4027
838221.OC,康泰科技,辽宁,软件与服务,172.0082
838222.OC,合筑设计,江苏,商业和专业服务,355.3636
838224.OC,集酷股份,北京,商业和专业服务,151.3187
838225.OC,ST简品,浙江,零售业,-747.2181
838226.OC,同德股份,新疆,公用事业,9.4357
838227.OC,美登科技,浙江,软件与服务,"3,092.94"
838228.OC,红连文化,浙江,商业和专业服务,-196.686
838230.OC,科码先锋,北京,软件与服务,406.1613
838232.OC,加勒股份,江苏,资本品,12.0823
838234.OC,亚华电子,山东,医疗保健设备与服务,"2,409.95"
838235.OC,伟思国瑞,福建,软件与服务,-536.7929
838236.OC,三峰股份,浙江,汽车与汽车零部件,895.5476
838238.OC,海格丽特,天津,资本品,273.7996
838239.OC,北裕仪器,上海,技术硬件与设备,752.7443
838240.OC,九州信泰,山东,软件与服务,523.6334
838241.OC,开信精工,江苏,资本品,"1,719.83"
838242.OC,格临股份,浙江,商业和专业服务,-93.0752
838243.OC,天时恒生,北京,零售业,119.3125
838244.OC,卓思数据,北京,商业和专业服务,"3,361.06"
838245.OC,中闽环保,福建,商业和专业服务,-303.2553
838246.OC,山谷网安,河南,软件与服务,95.3993
838247.OC,联洋人才,北京,商业和专业服务,221.8212
838248.OC,港华装饰,辽宁,资本品,963.2815
838249.OC,邦德激光,山东,资本品,"2,216.75"
838250.OC,华工能源,湖北,资本品,23.815
838251.OC,千想传媒,浙江,媒体与娱乐,113.9717
838256.OC,中谷联创,湖北,技术硬件与设备,-344.3772
838257.OC,真和丽,广东,资本品,495.1809
838260.OC,海尔思,江西,制药、生物科技和生命科学,"1,774.54"
838262.OC,太湖雪,江苏,耐用消费品与服装,"1,704.64"
838263.OC,盈通黑金,广东,原材料,-690.9567
838264.OC,天翔新材,浙江,原材料,663.3266
838268.OC,东冠股份,江苏,原材料,687.3552
838269.OC,优合科技,安徽,汽车与汽车零部件,-539.762
838271.OC,镁锦优视,广东,零售业,410.6202
838272.OC,雄狮装备,河南,资本品,"-1,141.40"
838273.OC,异瀚数码,上海,软件与服务,276.5781
838274.OC,星捷安,海南,软件与服务,-740.1651
838275.OC,驱动力,广东,食品、饮料与烟草,"3,539.37"
838277.OC,湘旭鸿,湖南,房地产,156.724
