证券代码,证券名称,省份,行业类别,2018净利润（万元）
834089.OC,浙商创投,浙江,综合金融,"5,492.61"
834092.OC,惠和股份,福建,资本品,137.8817
834094.OC,恒精感应,上海,资本品,"1,502.83"
834095.OC,精雷股份,浙江,汽车与汽车零部件,"-4,226.96"
834096.OC,江川金融,北京,综合金融,"-2,786.54"
834100.OC,狗不理,天津,食品、饮料与烟草,"2,068.49"
834101.OC,择尚科技,江苏,耐用消费品与服装,"-1,803.14"
834102.OC,电联股份,浙江,技术硬件与设备,"1,519.09"
834104.OC,海航期货,广东,综合金融,"-7,378.40"
834105.OC,申江万国,河北,商业和专业服务,-572.8698
834106.OC,亚派科技,江苏,资本品,"1,347.44"
834107.OC,华强电子,浙江,技术硬件与设备,218.1198
834109.OC,德御坊,北京,食品、饮料与烟草,"-2,686.69"
834110.OC,灵信视觉,上海,技术硬件与设备,"-1,827.09"
834111.OC,建誉利业,广东,资本品,-74.6326
834113.OC,福润股份,河北,资本品,45.1705
834114.OC,明尚德,河北,原材料,875.681
834115.OC,中兴新地,广东,技术硬件与设备,"2,307.20"
834117.OC,山东绿霸,山东,原材料,"13,325.02"
834118.OC,爱尔发,云南,食品、饮料与烟草,89.5365
834122.OC,云端网络,江苏,软件与服务,"3,189.21"
834123.OC,辽宁天丰,辽宁,原材料,145.7658
834125.OC,林中宝,广东,食品、饮料与烟草,-283.4015
834126.OC,中传云和,北京,耐用消费品与服装,-999.1856
834128.OC,ST新中合,湖南,技术硬件与设备,"-2,906.73"
834129.OC,软脑科技,北京,软件与服务,-34.2907
834132.OC,我要去哪,四川,软件与服务,"-1,019.13"
834134.OC,中业科技,河南,软件与服务,713.4824
834135.OC,龙盛股份,山东,食品、饮料与烟草,470.0246
834136.OC,仙果科技,北京,软件与服务,"-1,342.74"
834137.OC,汇锋传动,山东,汽车与汽车零部件,"5,275.59"
834138.OC,盛瑞科技,广东,原材料,"-2,150.06"
834139.OC,时代亿信,北京,软件与服务,121.6894
834143.OC,三人咨询,广东,商业和专业服务,3.777
834144.OC,华创电子,浙江,资本品,"1,543.47"
834146.OC,时代电影,北京,媒体与娱乐,-358.4649
834147.OC,汉密顿,湖北,制药、生物科技和生命科学,260.9875
834150.OC,云南钢构,云南,原材料,"-3,369.60"
834151.OC,恒基股份,山东,资本品,"3,847.49"
834152.OC,博芯科技,广东,软件与服务,-5.3832
834155.OC,海南沉香,海南,家庭与个人用品,"2,511.80"
834156.OC,有米科技,广东,媒体与娱乐,"-10,318.30"
834157.OC,亿芯源,福建,半导体产品与设备,-910.2121
834162.OC,江平生物,福建,原材料,"2,100.46"
834166.OC,杰事杰,安徽,原材料,"1,279.52"
834167.OC,安盛科技,河南,软件与服务,-2.435
834168.OC,ST蔚金,江苏,汽车与汽车零部件,"-2,842.47"
834169.OC,山西高科,山西,原材料,428.7945
834170.OC,汉德股份,湖北,资本品,-410.1226
834171.OC,阿拉科技,浙江,软件与服务,"-10,312.82"
834176.OC,厚谊俊捷,上海,运输,"-1,426.13"
834177.OC,华贸广通,北京,商业和专业服务,"1,250.83"
834178.OC,金田铜业,浙江,原材料,"41,761.80"
834179.OC,赛科星,内蒙古,食品、饮料与烟草,"12,095.96"
834180.OC,鸿立光电,浙江,资本品,"-1,238.50"
834182.OC,工大高科,安徽,软件与服务,"2,716.56"
834183.OC,长旺财务,广东,商业和专业服务,-436.4752
834184.OC,秦皇旅游,河北,消费者服务,-179.4241
834185.OC,黎明钢构,湖北,资本品,441.5322
834187.OC,储吉信息,安徽,软件与服务,307.5603
834189.OC,惠同股份,浙江,原材料,-452.3069
834191.OC,世博演艺,山东,媒体与娱乐,13.867
834192.OC,中钜铖,北京,媒体与娱乐,——
834193.OC,大川新材,浙江,原材料,552.2794
834194.OC,实邑科技,福建,软件与服务,236.3681
834195.OC,华清飞扬,北京,软件与服务,"6,312.23"
834196.OC,大娱号,福建,软件与服务,82.4553
834199.OC,同里旅游,江苏,消费者服务,-392.1856
834202.OC,纵横六合,四川,软件与服务,"3,313.56"
834205.OC,东方红,新疆,食品、饮料与烟草,-822.0875
834209.OC,正合股份,四川,房地产,"8,970.64"
834211.OC,大卫之选,北京,零售业,"1,084.07"
834212.OC,毅航互联,广东,技术硬件与设备,-330.4424
834213.OC,物管股份,江苏,商业和专业服务,533.1062
834214.OC,百合网,北京,软件与服务,"-7,974.32"
834216.OC,德康莱,北京,商业和专业服务,-262.0495
834217.OC,斯尔克,江苏,原材料,"2,804.59"
834218.OC,和创科技,北京,软件与服务,"-4,433.51"
834219.OC,乙辰科技,广东,技术硬件与设备,"2,114.03"
834221.OC,华畅科技,辽宁,软件与服务,422.4043
834222.OC,迈动医疗,上海,医疗保健设备与服务,253.5104
834223.OC,永诚保险,上海,保险,"-26,055.27"
834227.OC,国联环科,江苏,商业和专业服务,"2,042.49"
834231.OC,合众环保,北京,商业和专业服务,"1,641.32"
834232.OC,水杯子,江苏,公用事业,566.3822
834233.OC,沙电电气,湖南,汽车与汽车零部件,-19.3034
834234.OC,易观亚太,北京,商业和专业服务,63.5454
834236.OC,伊塔科技,江苏,耐用消费品与服装,201.3955
834237.OC,皖江金租,安徽,综合金融,"7,643.38"
834239.OC,长联来福,湖北,制药、生物科技和生命科学,"1,830.03"
834240.OC,中广瑞波,北京,软件与服务,-855.4513
834241.OC,天利和,山东,软件与服务,341.6763
834242.OC,常青基业,北京,消费者服务,-390.0633
834243.OC,紫竹慧,北京,资本品,"1,291.18"
834248.OC,科佳新材,浙江,资本品,744.2872
834249.OC,神鹰城讯,北京,软件与服务,-19.2842
834250.OC,福岛精密,辽宁,资本品,429.4664
834252.OC,中藻生物,江西,食品、饮料与烟草,-337.0351
834253.OC,宏力再生,山西,商业和专业服务,262.1779
834255.OC,上讯信息,上海,软件与服务,"-6,644.59"
834256.OC,天地华泰,北京,商业和专业服务,"6,123.95"
834258.OC,天纵生物,江苏,制药、生物科技和生命科学,706.4849
834259.OC,ST中光,北京,资本品,-459.5977
834260.OC,中惠旅,湖南,消费者服务,"4,146.81"
834261.OC,一诺威,山东,原材料,"10,853.52"
834263.OC,黔中泉,贵州,银行,"5,785.71"
834264.OC,华通设备,上海,资本品,966.1858
834267.OC,赞存科技,江苏,资本品,-349.3197
834269.OC,创源环境,浙江,软件与服务,"1,736.37"
834270.OC,远大特材,山东,原材料,"-1,638.12"
834274.OC,和嘉天健,四川,耐用消费品与服装,-556.5539
834276.OC,澳冠智能,江苏,资本品,765.3143
834277.OC,天风期货,上海,综合金融,-690.3944
834278.OC,高测股份,山东,资本品,"5,435.67"
834281.OC,威达智能,江苏,耐用消费品与服装,247.4191
834282.OC,前程股份,浙江,耐用消费品与服装,"1,756.42"
834283.OC,好百年,广东,商业和专业服务,"1,120.30"
834284.OC,嘉盛光电,河北,资本品,261.8965
834288.OC,宝德生物,黑龙江,医疗保健设备与服务,-75.8103
834289.OC,西麦科技,广东,软件与服务,249.4707
834290.OC,培诺教育,山东,软件与服务,171.0712
834292.OC,伟仕泰克,江苏,资本品,-353.4554
834293.OC,搜了网络,广东,软件与服务,739.9915
834294.OC,捷信医药,上海,医疗保健设备与服务,379.2416
834295.OC,虎彩印艺,广东,商业和专业服务,"-3,719.16"
834296.OC,宝胜电气,江苏,资本品,516.8719
834298.OC,皇隆制药,海南,制药、生物科技和生命科学,"2,204.14"
834299.OC,汇量股份,广东,媒体与娱乐,——
834300.OC,合泰电机,江苏,资本品,585.9597
834302.OC,韩光电器,江苏,资本品,138.2196
834303.OC,华龙期货,甘肃,综合金融,"1,945.09"
834304.OC,ST黑蜘,河南,软件与服务,-132.369
834306.OC,神州科技,北京,软件与服务,-817.7927
834307.OC,万博智电,四川,资本品,-711.4269
834308.OC,黄商股份,湖北,零售业,"1,158.01"
834311.OC,和利氢能,浙江,资本品,-284.0663
834314.OC,卓能材料,山东,资本品,"-4,752.78"
834315.OC,富源科技,广东,原材料,"-12,387.66"
834316.OC,振威展览,天津,商业和专业服务,"5,140.71"
834322.OC,赛思软件,湖北,软件与服务,"2,311.09"
834323.OC,韩华建材,安徽,资本品,502.7577
834324.OC,安碧捷,重庆,医疗保健设备与服务,204.9261
834325.OC,天行股份,北京,食品、饮料与烟草,65.0775
834326.OC,欧诺仪器,天津,制药、生物科技和生命科学,88.6472
834327.OC,车讯互联,北京,软件与服务,"3,343.12"
834328.OC,鸽德新材,河南,原材料,954.7395
834329.OC,博洋股份,江苏,原材料,"2,078.55"
834330.OC,东吴农化,宁夏,原材料,"9,572.80"
834331.OC,开运联合,北京,软件与服务,221.3356
834334.OC,朔方科技,北京,食品、饮料与烟草,111.9403
834335.OC,蓝岛环保,海南,商业和专业服务,"1,639.07"
834338.OC,ST恒宝,广东,媒体与娱乐,"-182,874.37"
834339.OC,东方贷款,山东,综合金融,869.9733
834340.OC,宝利小贷,江苏,银行,895.3654
834342.OC,慧云股份,河南,软件与服务,"2,678.75"
834343.OC,华凯保险,浙江,保险,"-2,098.53"
834344.OC,中邮基金,北京,综合金融,"16,456.82"
834345.OC,房谱网,广东,房地产,"-1,927.19"
834346.OC,亿海蓝,北京,软件与服务,319.7408
834347.OC,天畅环保,山东,资本品,-68.1499
834348.OC,凯瑞股份,浙江,原材料,"2,258.02"
834353.OC,大汉股份,山东,资本品,"6,743.00"
834354.OC,繁兴科技,广东,商业和专业服务,-633.672
834357.OC,绿度股份,上海,软件与服务,22.1383
834359.OC,金色童年,山东,消费者服务,71.6687
834361.OC,融航信息,上海,软件与服务,280.9967
834363.OC,衡标检测,广东,商业和专业服务,80.4867
834365.OC,杭州掌盟,浙江,软件与服务,"-1,117.90"
834366.OC,汇丰小贷,湖南,银行,409.8208
834367.OC,美康基因,北京,制药、生物科技和生命科学,294.6931
834368.OC,华新能源,陕西,公用事业,——
834369.OC,锐志天宏,北京,软件与服务,461.9558
834370.OC,威旗科技,广东,原材料,-55.2712
834371.OC,新安传媒,浙江,媒体与娱乐,"-1,214.10"
834372.OC,容川机电,安徽,原材料,232.0144
834373.OC,晶淼材料,江苏,原材料,"3,900.98"
834375.OC,富友昌,广东,技术硬件与设备,-223.4482
834376.OC,冠新软件,新疆,软件与服务,"2,482.56"
834377.OC,德博科技,江西,汽车与汽车零部件,904.9665
834378.OC,锐英科技,上海,软件与服务,-504.3256
834383.OC,都邦药业,吉林,制药、生物科技和生命科学,"3,164.11"
834384.OC,秋实农业,北京,食品、饮料与烟草,"1,605.58"
834385.OC,力港网络,广西,媒体与娱乐,"10,168.61"
834386.OC,易图资讯,广东,软件与服务,27.0839
834387.OC,肇庆动力,广东,汽车与汽车零部件,"6,028.62"
834388.OC,远成股份,江西,汽车与汽车零部件,"3,131.64"
834395.OC,博信资产,广东,综合金融,"4,190.36"
834397.OC,新安金融,安徽,综合金融,"2,902.43"
834399.OC,贝源检测,广东,商业和专业服务,"1,532.00"
834400.OC,新球清洗,广东,原材料,84.6082
834401.OC,苏河汇,上海,综合金融,69.5647
834402.OC,海昌药业,浙江,制药、生物科技和生命科学,937.5556
834404.OC,扬戈科技,浙江,资本品,272.1609
834406.OC,迪威普,江苏,技术硬件与设备,662.1312
834407.OC,驰诚股份,河南,技术硬件与设备,"2,017.08"
834408.OC,盛源科技,河南,原材料,"8,345.95"
834410.OC,苏州电瓷,江苏,资本品,"2,781.74"
834411.OC,星娱文化,四川,媒体与娱乐,-362.6276
834412.OC,美合科技,广东,原材料,827.4124
834414.OC,源耀农业,上海,食品、饮料与烟草,"3,651.01"
834415.OC,恒拓开源,天津,软件与服务,"2,704.31"
834416.OC,丰兆新材,广东,原材料,684.9846
834418.OC,好买财富,上海,综合金融,"-3,865.53"
834420.OC,云田股份,江苏,耐用消费品与服装,342.052
834421.OC,易通科技,河北,半导体产品与设备,69.3559
834422.OC,鑫光正,山东,资本品,946.7545
834424.OC,美乐雅,浙江,耐用消费品与服装,205.6504
834425.OC,新赛点,北京,媒体与娱乐,918.1421
834426.OC,发现者,黑龙江,耐用消费品与服装,-312.1016
834428.OC,蓝孚高能,山东,资本品,"-2,437.58"
834429.OC,钢宝股份,江苏,零售业,"6,147.24"
834431.OC,广育德,北京,商业和专业服务,"-1,063.72"
834432.OC,德博尔,四川,制药、生物科技和生命科学,"1,158.68"
834433.OC,晖速通信,广东,技术硬件与设备,"-1,213.96"
834438.OC,ST良晋,江苏,零售业,"-7,413.39"
834439.OC,华腾科技,内蒙古,软件与服务,-467.0643
834440.OC,怡丽科姆,江苏,技术硬件与设备,157.8114
834442.OC,锦龙装备,北京,媒体与娱乐,"7,679.72"
834443.OC,华路时代,北京,软件与服务,"1,477.35"
834445.OC,顶柱检测,上海,商业和专业服务,-352.6906
834446.OC,风尚购,江西,零售业,"-10,523.47"
834447.OC,格林生物,辽宁,制药、生物科技和生命科学,925.9972
834450.OC,ST兴农,江苏,商业和专业服务,-659.2053
834452.OC,奥菲传媒,上海,软件与服务,"2,125.57"
834453.OC,顺炎新材,广东,原材料,788.208
834461.OC,华工股份,黑龙江,资本品,-176.7402
834462.OC,欧佩股份,江苏,家庭与个人用品,"1,665.15"
834463.OC,强石股份,黑龙江,原材料,-257.6728
834465.OC,国科股份,北京,软件与服务,-713.6302
834466.OC,赛融信,北京,软件与服务,-275.3297
834467.OC,经纬科技,江西,汽车与汽车零部件,"-1,568.51"
834468.OC,绿凯环保,浙江,商业和专业服务,279.0751
834469.OC,东管电力,辽宁,原材料,-716.3864
834470.OC,羲和网络,河南,软件与服务,"2,040.25"
834473.OC,傲冠股份,广东,软件与服务,139.2257
834475.OC,三友科技,浙江,资本品,"2,351.47"
834476.OC,自在传媒,北京,媒体与娱乐,"2,517.55"
834477.OC,华艺股份,浙江,原材料,308.6537
834478.OC,东星医疗,江苏,医疗保健设备与服务,"5,056.05"
834479.OC,建宏股份,浙江,资本品,-191.2741
834482.OC,海格尔,山东,软件与服务,"-1,054.88"
834483.OC,元和药业,内蒙古,制药、生物科技和生命科学,"3,487.01"
834486.OC,德佑电气,山东,资本品,651.2691
834487.OC,孔诚物联,上海,软件与服务,101.328
834489.OC,安瑞升,安徽,公用事业,"6,041.68"
834490.OC,我享科技,上海,媒体与娱乐,"-1,842.77"
834492.OC,凯莱特,广东,软件与服务,43.0519
834494.OC,维拓环境,广东,商业和专业服务,824.3088
834495.OC,华欧股份,内蒙古,食品、饮料与烟草,663.8835
834497.OC,美茵科技,上海,资本品,359.6
834498.OC,易简集团,广东,软件与服务,"-2,725.88"
834500.OC,猫诚股份,上海,食品与主要用品零售,963.0919
834503.OC,西盈科技,浙江,技术硬件与设备,"1,251.96"
834504.OC,通铁股份,辽宁,资本品,-43.7753
834506.OC,ST雷蒙德,北京,资本品,"-3,881.84"
834509.OC,凯迪威,广东,耐用消费品与服装,618.447
834510.OC,宇鑫货币,福建,综合金融,-461.472
834511.OC,凯歌电子,重庆,技术硬件与设备,263.254
834515.OC,蓝卡科技,北京,软件与服务,"1,123.72"
834516.OC,智恒医药,河北,制药、生物科技和生命科学,-43.2776
834517.OC,瓜尔润,北京,食品、饮料与烟草,15.7264
834518.OC,晨日科技,广东,原材料,505.1007
834519.OC,华能环保,江苏,资本品,922.1412
834520.OC,万佳安,广东,技术硬件与设备,"6,348.53"
834521.OC,中瑞新源,天津,商业和专业服务,80.798
834528.OC,红酒世界,广东,零售业,"-3,203.76"
834529.OC,蓝色星球,上海,软件与服务,209.8263
834530.OC,鑫鑫龙鑫,黑龙江,资本品,175.1868
834531.OC,信友咨询,宁夏,商业和专业服务,"2,047.93"
834533.OC,联冠智能,河北,原材料,"2,507.39"
834534.OC,曼恒数字,上海,软件与服务,"-1,385.01"
834536.OC,金诺佳音,北京,媒体与娱乐,86.9089
834538.OC,聚智未来,北京,软件与服务,"-2,922.61"
834539.OC,运通车联,辽宁,零售业,"1,427.74"
834540.OC,众禄基金,广东,软件与服务,"-2,482.22"
834542.OC,维欧艾,浙江,耐用消费品与服装,"1,490.85"
834543.OC,蔚蓝航空,湖北,消费者服务,"1,199.32"
834545.OC,润升牛业,安徽,食品、饮料与烟草,——
834546.OC,鸿冠信息,上海,软件与服务,"1,497.17"
834547.OC,鼎合远传,北京,耐用消费品与服装,"1,148.05"
834548.OC,天视文化,福建,媒体与娱乐,"2,444.62"
834549.OC,天工股份,江苏,原材料,"3,132.38"
834551.OC,母爱婴童,浙江,耐用消费品与服装,-372.1963
834552.OC,斯巴克瑞,天津,汽车与汽车零部件,939.3263
834553.OC,龙腾科技,上海,资本品,198.0218
834554.OC,豪帮高科,江苏,技术硬件与设备,"-2,648.60"
834557.OC,雨田润,安徽,原材料,11.0734
834558.OC,口岸旅游,内蒙古,消费者服务,"3,612.18"
834559.OC,河马股份,上海,媒体与娱乐,"-3,106.00"
834560.OC,思维实创,北京,软件与服务,703.8531
834561.OC,磊鑫股份,广东,资本品,144.3297
834562.OC,陆海环保,福建,商业和专业服务,249.1758
834563.OC,丰盛光电,江苏,技术硬件与设备,"2,566.28"
834564.OC,ST光慧,北京,软件与服务,——
834565.OC,特美股份,浙江,原材料,"1,234.97"
834567.OC,华多科技,北京,软件与服务,23.3881
